Address line 1,Address line 2,Full Address,Latitude,Longitude,Number_of_Parks_Nearby,Distance_to_Nearest_Parks_miles,Number_of_Malls_Nearby,Distance_to_Nearest_Malls_miles,Number_of_Metros_Nearby,Distance_to_Nearest_Metros_miles,Number_of_Clubs_Nearby,Distance_to_Nearest_Clubs_miles,Number_of_Restaurants_Nearby,Distance_to_Nearest_Restaurants_miles,Number_of_Schools_Nearby,Distance_to_Nearest_Schools_miles,Number_of_Colleges_Nearby,Distance_to_Nearest_Colleges_miles,Number_of_Universities_Nearby,Distance_to_Nearest_Universities_miles,Number_of_Buses_Nearby,Distance_to_Nearest_Buses_miles,Number_of_Trains_Nearby,Distance_to_Nearest_Trains_miles,Number_of_Airports_Nearby,Distance_to_Nearest_Airports_miles,Number_of_Museums_Nearby,Distance_to_Nearest_Museums_miles,Number_of_Libraries_Nearby,Distance_to_Nearest_Libraries_miles,Number_of_Grocery_stores_Nearby,Distance_to_Nearest_Grocery_stores_miles,borough
99-59 Lockwood Ct,"Howard Beach, NY 11414","99-59 Lockwood Ct Howard Beach, NY 11414 ",40.6506351,-73.8293772,9,1.623270108237702,1,2.026880455998855,13,0.677748717789947,4,2.230083987190172,80,0.4176896378278403,12,0.4212646369267029,0,inf,0,inf,595,0.1592186399364714,21,0.677748717789947,0,inf,0,inf,2,2.930599741212218,16,1.5888184369210128,
360 Furman St Apt 713,"Brooklyn, NY 11201","360 Furman St Apt 713 Brooklyn, NY 11201 ",40.6935342,-74.0002618,19,0.9102350416501128,0,inf,113,0.4473316700231974,22,1.1371453828535805,2145,0.0414135488067214,163,0.5635138327106989,9,0.7542187734385395,13,2.434839594327816,1141,0.041159848788551,122,0.4473316700231974,0,inf,29,0.578736043846728,13,0.4954397087378895,165,0.0370960875739972,
662 Burke Ave,"Bronx, NY 10467","662 Burke Ave Bronx, NY 10467 ",40.8712159,-73.8687907,42,0.1554440962327251,1,2.5875576751279765,53,0.0859792423729358,3,1.6381176603805914,191,0.4174247173102489,130,0.2257445572917642,0,inf,0,inf,913,0.3365644552184272,64,0.0859792423729358,0,inf,1,2.845953481915736,7,1.7187152610200231,65,0.5167762612970783,
204 W 260th St,"Bronx, NY 10471","204 W 260th St Bronx, NY 10471 ",40.9073114,-73.8971487,27,0.5060867210414036,1,2.242103753056217,21,1.2335828163124516,0,inf,55,0.1511098218161372,76,0.3165884037859213,0,inf,0,inf,331,0.0254135204940208,32,0.8851220715276018,0,inf,1,3.06727894428644,3,0.5432725788011833,25,0.2450444280900404,
415 E 82nd St Apt 1C,"New York, NY 10028","415 E 82nd St Apt 1C New York, NY 10028 ",40.7742806,-73.9508581,18,1.0148373171949168,2,1.7255530858097907,102,0.2538420584225551,23,1.332053093492965,2288,0.0073567228393522,185,0.0406079404227095,10,0.8507782623049176,10,0.6910224531758546,1559,0.0247279734260514,107,0.2538420584225551,1,2.9372045760314385,23,0.603226633316089,21,0.8350263759701185,191,0.0596347133256586,
2136 E 63rd St,"Brooklyn, NY 11234","2136 E 63rd St Brooklyn, NY 11234 ",40.6151218,-73.9125432,13,0.2218042702760495,0,inf,14,2.214486419799364,2,0.7612467612239281,102,0.1898153392710138,52,1.1745813388450563,1,2.670315829772344,0,inf,890,0.0771277496721505,14,2.214486419799364,1,0.859720448220912,1,2.0341135739335354,2,1.1383056177377504,22,0.2103787319969557,
65-15 Alderton St Unit 5F,"Rego Park, NY 11374","65-15 Alderton St Unit 5F Rego Park, NY 11374 ",40.7213999,-73.8593499,12,1.5947981740152977,2,2.788739163395855,46,0.4912417667874579,12,1.1016667156824431,822,0.2243795976888076,62,0.3242833421260199,1,1.5426834058936256,0,inf,1496,0.2347675079881016,53,0.4912417667874579,0,inf,1,2.456479591614511,3,1.27759797705378,135,0.2039812215970816,
91-55 96th St,"Woodhaven, NY 11421","91-55 96th St Woodhaven, NY 11421 ",40.6890408,-73.8470211,13,0.3821728414452423,1,1.316908840342151,49,0.4138003488033039,9,1.0436396246139537,419,0.3403987343091674,46,0.2655222083795396,1,1.9639922847079552,0,inf,1369,0.0334506843593963,57,0.4138003488033039,0,inf,0,inf,4,1.7766184898805746,71,0.6994148520591311,
10-17 Jackson Ave Unit 4D,"Long Island City, NY 11101","10-17 Jackson Ave Unit 4D Long Island City, NY 11101 ",40.7421892,-73.9538609,20,0.8953251091269615,3,1.7143219991494505,133,0.0354626908084916,55,0.6161874777703722,3397,0.0254766516391742,197,0.0715147701822287,13,0.3376945456804479,21,1.0433865230552757,1727,0.023764469432702,138,0.0354626908084916,1,1.110995801334771,42,0.0457376423235736,23,1.0207741968099864,233,0.1592011737560373,
5-10 119th St,"College Point, NY 11356","5-10 119th St College Point, NY 11356 ",40.7914425,-73.8507164,12,1.545484524581945,2,2.490839029536415,13,2.451022601044687,3,2.2550567966737667,255,0.5099679005061,45,0.4982315713884416,0,inf,0,inf,695,0.0347941286810958,16,2.451022601044687,1,0.9984677253778852,0,inf,3,1.885387711813875,48,0.7235608443581265,
125 E 42nd St,"Brooklyn, NY 11203","125 E 42nd St Brooklyn, NY 11203 ",40.6528047,-73.9379913,29,0.9596716153484116,0,inf,84,0.622737105777878,8,0.0830257575159381,539,0.454324662110758,135,0.4441248004501667,1,1.918364539393273,0,inf,1800,0.0994417459229196,87,0.622737105777878,0,inf,5,1.051149320845033,6,2.2958306224494764,102,0.0920897824967667,
310 E 86th St Apt 5A,"New York, NY 10028","310 E 86th St Apt 5A New York, NY 10028 ",40.777494,-73.9512345,17,0.8243575581532794,2,1.772171629534597,102,0.0398743929618814,21,1.4600907588704708,2241,0.0124257131635131,187,0.1814972560570873,9,0.9820084775951794,10,0.9001328166571717,1519,0.0173406801247855,107,0.0398743929618814,0,inf,22,0.4782716857771568,21,0.943669547055478,183,0.1765978245660324,
370 Lenox Ave Unit 201,"New York, NY 10027","370 Lenox Ave Unit 201 New York, NY 10027 ",40.8099572,-73.9435445,32,0.1379593271985822,0,inf,72,0.1846602575989447,3,0.7514425769264135,953,0.0316216828109664,218,0.1199795406315114,4,0.5252957152906987,1,0.6447356284127678,1160,0.0279744240594621,75,0.1846602575989447,0,inf,19,0.02383957068631,11,1.1376844975650104,120,0.0392830963021373,
1717 E 18th St Apt 2T,"Brooklyn, NY 11229","1717 E 18th St Apt 2T Brooklyn, NY 11229 ",40.6081935,-73.9550673,6,1.4495789972608712,0,inf,49,0.1440358897795111,1,1.7027622785676602,307,0.1482972898525186,89,0.0717716092383819,1,0.3837381115708884,0,inf,1250,0.0373959679755584,49,0.1440358897795111,1,2.778770881418963,2,2.3151061341129004,3,1.3924402870708783,70,0.1066336838342142,
320 W End Ave Apt 11A,"Manhattan, NY 10023","320 W End Ave Apt 11A Manhattan, NY 10023 ",40.7816791,-73.9828937,14,0.2205719947880345,3,0.9161244844724912,83,0.1916448226331417,16,0.9050007822947392,2029,0.1132340039035935,179,0.1409553337068756,10,0.7460567768295484,11,0.541079872785832,1358,0.0814056767862233,91,0.1916448226331417,0,inf,29,0.3273763223997472,22,0.5197476111827214,156,0.0810310402635272,
1 Central Park S Unit 10071009,"Manhattan, NY 10019","1 Central Park S Unit 10071009 Manhattan, NY 10019 ",40.7646573,-73.9744439,15,0.8825538747175646,3,0.5102326575955626,114,0.0935552599022717,35,0.2075060324962689,2930,0.0702161066710101,174,0.2770051269637811,12,0.4901492332575844,21,0.5912380158217363,1576,0.0773544842158606,121,0.0935552599022717,1,2.0374586721012173,34,0.2447980607105206,24,0.2991181756708441,196,0.1537459372263506,
35 Hudson Yards # 5304,"New York, NY 10001","35 Hudson Yards # 5304 New York, NY 10001 ",40.7546241,-74.0023133,20,0.1905839499081736,3,0.8780904356136116,115,0.0915527350401151,29,0.313783915135057,2942,0.1010799199448159,152,0.5656397617060411,13,0.9615254177264708,23,0.4482182084972552,1471,0.031345561474937,129,0.0915527350401151,1,2.046389833743215,41,0.3087291735057095,26,1.0825956875610865,174,0.1856929669007481,
17 Venus Ln,"Staten Island, NY 10314","17 Venus Ln Staten Island, NY 10314 ",40.5817109,-74.15512,5,1.3363079450053148,0,inf,8,1.8964230314818995,0,inf,164,0.633037161807113,11,0.9418037897706378,0,inf,0,inf,357,0.3393614075439532,8,1.8964230314818995,0,inf,1,2.58178177206726,1,1.9389582281410287,19,0.6942708863195638,
1837 Stuart St,"Brooklyn, NY 11229","1837 Stuart St Brooklyn, NY 11229 ",40.6081651,-73.9405747,9,0.8022211604523755,0,inf,38,0.9030342446219756,2,1.075325883602751,253,0.5101803663868038,81,0.269650644550588,1,1.1388470728581248,0,inf,1132,0.0639498321827626,38,0.9030342446219756,1,2.019008893541539,3,2.6791594348877745,3,0.8836964676481384,58,0.5721782875937805,
2 61st St Unit 1001/1003,"Manhattan, NY 10021","2 61st St Unit 1001/1003 Manhattan, NY 10021 ",40.7650294,-73.971668,15,1.0195845204082654,3,0.6301363713092399,114,0.0546331018974795,37,0.1528836561806527,2945,0.0321536786207206,175,0.1309032867439742,12,0.4238466109530358,21,0.6968892042450643,1582,0.0500214792303896,121,0.0546331018974795,1,2.0625392942352314,32,0.1185503914398325,24,0.2495502447120448,199,0.2831012921739498,
1182 E 35th St,"Brooklyn, NY 11210","1182 E 35th St Brooklyn, NY 11210 ",40.6253451,-73.9420475,11,0.9067282679894458,0,inf,53,0.5966649808489776,2,0.9450190705074843,252,0.2901458555171123,114,0.1477163236565066,1,1.6543524206906026,0,inf,1393,0.1100348139883001,53,0.5966649808489776,1,2.5008239923745936,3,1.850659895468023,2,0.600370328324862,68,0.9719918203658124,
303 E 57th St Apt 35G,"New York, NY 10022","303 E 57th St Apt 35G New York, NY 10022 ",40.7593679,-73.9650504,15,0.5487981752629357,3,1.121941092080063,122,0.265830200564017,43,0.4058084828855733,3163,0.0195874458112356,179,0.0751355169301095,12,0.5389751658193471,21,0.6488326044634274,1609,0.0237839586417594,128,0.265830200564017,1,1.720903845623753,36,0.387498803828859,24,0.2789119627175032,220,0.0517781696659073,
35-55 78th St Unit 42,"Queens, NY 11372","35-55 78th St Unit 42 Queens, NY 11372 ",40.7513999,-73.88839,2,1.8557270111624016,1,2.826902101660794,38,0.3431080055305672,16,0.2876465820482988,953,0.1349314941262603,32,0.1965588533438191,0,inf,0,inf,1233,0.0183110383487252,41,0.3431080055305672,1,2.4862333418803115,1,1.897995560760939,4,2.4443735329256824,126,0.1343765311440677,
25-40 Shore Blvd Unit 15S,"Queens, NY 11102","25-40 Shore Blvd Unit 15S Queens, NY 11102 ",40.7761163,-73.9290481,18,1.0125909429095972,1,2.87107806768777,91,0.7131106125720449,17,1.0688282761097463,1782,0.2677424121497179,193,0.4523208087633636,6,1.9393769072569904,4,1.5671234697076477,1547,0.2009698291549126,96,0.7131106125720449,0,inf,18,1.0212222003753026,18,1.1335471703184024,179,0.3078261988061792,
134-06 Cherry Ave,"Flushing, NY 11355","134-06 Cherry Ave Flushing, NY 11355 ",40.7517332,-73.8284247,13,0.3210082441342902,2,0.3837357519647292,16,0.5505798822283788,3,0.7428890827865873,598,0.0765925377304611,31,0.3734653816026429,1,2.549303503600856,0,inf,1241,0.1051535122896716,24,0.4742695132009516,1,2.958707970228108,1,1.2203634202752078,4,1.1979209104857629,96,0.0906997335417012,
1280 Fifth Ave Ph B,"New York, NY 10029","1280 Fifth Ave Ph B New York, NY 10029 ",40.7963032,-73.9491967,25,0.6335375713857321,1,2.611216072490996,82,0.2301417975760497,11,0.372073919569164,1475,0.011563184455757,226,0.0724158471769109,7,1.11247623088574,4,1.476503073126078,1293,0.0266754944020669,85,0.2301417975760497,0,inf,22,0.0076766522511049,23,0.964029951859602,149,0.0936928681535445,
509 80th St,"Brooklyn, NY 11209","509 80th St Brooklyn, NY 11209 ",40.6257453,-74.0238376,2,0.8372362858067721,0,inf,40,0.2779503807453232,0,inf,407,0.0161626239675014,55,0.6901332952205905,1,3.0620068063042893,0,inf,897,0.0766323098496656,40,0.2779503807453232,0,inf,1,2.3696174695802306,2,1.4851324343153185,67,0.1263512712707727,
98-20 62 Dr Unit 6J,"Rego Park, NY 11374","98-20 62 Dr Unit 6J Rego Park, NY 11374 ",40.7334099,-73.85851,14,1.514293865773673,2,2.0593789327861947,34,0.2848060210253086,7,1.782140696709462,795,0.1630853772698345,43,0.7230092000406572,1,1.920190149164153,0,inf,1363,0.0314679244645683,40,0.2848060210253086,0,inf,1,2.1938610566018397,4,1.845987666270829,124,0.1479429648107685,
40 E 80th St Apt 21B,"Manhattan, NY 10075","40 E 80th St Apt 21B Manhattan, NY 10075 ",40.7768173,-73.9615575,15,0.9709176178383498,2,1.2579257751264847,100,0.2361420119882863,21,1.0920838329682354,2320,0.0582208455373809,184,0.1183380141696682,10,0.6805006272513139,11,0.9025653361104568,1486,0.0215039311806766,106,0.2361420119882863,1,2.9358896132589845,25,0.2179420488917332,23,0.5916962503932871,190,0.2781921400168198,
53 E 64th St Unit Th,"New York, NY 10065","53 E 64th St Unit Th New York, NY 10065 ",40.7664631,-73.9679613,15,0.998799038219318,3,0.791425888297321,114,0.159436510229976,36,0.3057867115156135,2858,0.029833169613853,180,0.1234733138644321,13,0.2088230817274104,21,0.694715838730127,1590,0.0764797732701632,122,0.159436510229976,1,2.1759470154494,31,0.1281268291715205,23,0.217171473409496,206,0.1752094557187472,
25 Sutton Pl S Apt 17F,"New York, NY 10022","25 Sutton Pl S Apt 17F New York, NY 10022 ",40.7564516,-73.9611187,16,0.272047488157656,3,1.4062670894779774,124,0.4522921686281659,44,0.6922706560843535,3267,0.1691843732301928,179,0.2147166503893117,12,0.7540269927803647,21,0.658872934152387,1618,0.1348589551359355,129,0.4522921686281659,1,1.5944060176972616,37,0.6504142625447753,24,0.5667632012330224,225,0.1580086759402381,
266 Soundview Ave,"Bronx, NY 10473","266 Soundview Ave Bronx, NY 10473 ",40.8112605,-73.855529,28,0.7917116596247212,0,inf,25,1.5334669881656566,4,1.74178386240505,111,0.9189680548917428,91,0.23241468989942,0,inf,0,inf,659,0.1110378950781871,25,1.5334669881656566,1,2.009488289180086,0,inf,5,1.5902653898988175,28,1.1720834304091212,
702 Ocean Pkwy Apt 5B,"Brooklyn, NY 11230","702 Ocean Pkwy Apt 5B Brooklyn, NY 11230 ",40.6311181,-73.9723151,4,1.3238616943984476,0,inf,70,0.2622107073785804,2,2.292393570614333,595,0.1346409304072802,125,0.0931078394266718,1,1.7533198508589234,0,inf,1568,0.11644139823022,70,0.2622107073785804,0,inf,4,0.5318541496038849,4,0.1675141818397514,104,0.1535663869979036,
101 Eagle St,"Brooklyn, NY 11222","101 Eagle St Brooklyn, NY 11222 ",40.7351313,-73.9569451,19,1.2116680912776148,3,1.729778879286745,137,0.2918436525575734,56,0.3741155352420114,3439,0.090284993719447,189,0.5544909861006079,14,0.8508630932364547,21,0.9848853141833268,1774,0.0947887135401521,142,0.2918436525575734,1,0.8374772207629135,39,0.5576349751165747,25,1.3550742347338396,230,0.1264490260203492,
3 Hanover Sq Apt 21C,"Manhattan, NY 10004","3 Hanover Sq Apt 21C Manhattan, NY 10004 ",40.7048414,-74.0095695,17,0.3452017239978606,1,2.579260545133466,109,0.1314845538799159,29,1.4863161839357169,2374,0.0018210712850624,165,0.0917442418004332,9,0.1934581219780041,14,1.7971876320046605,1076,0.0605269511516595,120,0.1314845538799159,1,2.842677031297302,37,0.107352518498669,16,0.1051123310091666,163,0.150540478448871,
235 W 75th St Ph 2,"New York, NY 10023","235 W 75th St Ph 2 New York, NY 10023 ",40.781564,-73.981655,14,0.2434976109706973,3,0.9102638207349832,87,0.1761209010291003,16,0.8976443164390167,2040,0.0611358932557157,176,0.1216416903296954,10,0.7667336275366496,11,0.5384017123079148,1368,0.0162893260373471,95,0.1761209010291003,0,inf,29,0.2750707202676981,22,0.5270630191155662,158,0.0386982682460888,
30-63 31st St Unit C4,"Astoria, NY 11102","30-63 31st St Unit C4 Astoria, NY 11102 ",40.765195,-73.922387,10,1.8256539127806697,0,inf,70,0.1118897686341863,19,0.4204643211975691,1569,0.0761236415173103,126,0.2536991185617179,2,1.9944675831729943,1,1.7066846187472984,1398,0.0200207216738694,75,0.1118897686341863,0,inf,14,0.6268212746289394,10,0.7970260924192092,168,0.119507812813963,
45-02 104th St,"Corona, NY 11368","45-02 104th St Corona, NY 11368 ",40.746857,-73.860453,12,1.9077961346615344,2,1.5153714606550357,25,0.2394453634352674,12,1.3622698882614652,784,0.0339267672894939,38,0.2291673653345928,1,2.6882039878337323,0,inf,1316,0.0680118194294476,31,0.2394453634352674,1,2.5387164325403124,1,2.397756417364389,3,2.3357428563535447,129,0.1564649608725661,
78-29 Austin St Unit 316,"Forest Hills, NY 11375","78-29 Austin St Unit 316 Forest Hills, NY 11375 ",40.7135691,-73.8341154,19,0.8061959790969228,2,3.021838475975173,36,0.1738917197827471,5,0.6356522471782342,545,0.1267001425462956,45,0.1561797729784796,1,0.1742881878212725,0,inf,1485,0.0940281089011117,41,0.1738917197827471,0,inf,1,1.814816737012752,4,1.8199902332113849,111,0.3877262124530164,
90-11 35th Ave Unit 1H,"Jackson Heights, NY 11372","90-11 35th Ave Unit 1H Jackson Heights, NY 11372 ",40.7525699,-73.87724,5,1.5357672212584144,2,2.23629643273092,33,0.2891788704428677,14,0.5312702845068624,965,0.1397349601029265,35,0.4534402445449028,0,inf,0,inf,1251,0.0101111282788978,37,0.2891788704428677,1,2.197917947294564,1,2.466703932354396,3,2.7530934343435103,137,0.1540336862659953,
87-70 173rd St Unit 5E,"Jamaica, NY 11432","87-70 173rd St Unit 5E Jamaica, NY 11432 ",40.7120299,-73.78931,21,0.224338040718741,0,inf,16,0.2498389073740344,7,1.4907109440379034,373,0.0167862791495259,34,0.1939401633056137,1,2.210910853549696,0,inf,1491,0.0432268422291001,24,0.2498389073740344,0,inf,1,2.217854639476146,3,1.7792701397833004,87,0.0948165546006013,
6813 60th St,"Ridgewood, NY 11385","6813 60th St Ridgewood, NY 11385 ",40.7037468,-73.8997306,27,1.3467168909046123,0,inf,82,0.1812148493407288,21,0.5851653455387549,916,0.1036499427731233,103,0.1814231092765821,2,2.246953923487601,0,inf,1716,0.0789719085120305,86,0.1812148493407288,0,inf,3,1.1742717916107062,3,1.1693835939621604,116,0.2184454065153251,
473 77th St,"Brooklyn, NY 11209","473 77th St Brooklyn, NY 11209 ",40.6283775,-74.0236034,2,1.0176747232797854,0,inf,40,0.1307432758705334,0,inf,426,0.03512373719238,52,0.8013781483604242,1,3.006210499236848,0,inf,893,0.0730599503926263,40,0.1307432758705334,0,inf,1,2.3124025860696493,2,1.3125063398418098,70,0.2663897219402844,
3017 Corlear Ave,"Bronx, NY 10463","3017 Corlear Ave Bronx, NY 10463 ",40.8795813,-73.90877,36,0.3839954054214388,1,0.4477142959867062,43,0.2125439658182818,3,1.415994871368548,166,0.4623279110240125,116,0.2514370693439738,0,inf,0,inf,635,0.1797171625724605,54,0.2125439658182818,0,inf,2,1.12039586017495,5,0.8149311497787606,50,0.2447834025337437,
6422 Strickland Ave,"Brooklyn, NY 11234","6422 Strickland Ave Brooklyn, NY 11234 ",40.6149312,-73.9098264,13,0.3612447070485056,0,inf,14,2.214164806300725,2,0.9000093670226509,98,0.1363686586288416,49,1.3045180897769006,1,2.807474578161636,0,inf,849,0.0626865437836334,14,2.214164806300725,1,0.7674395631625885,1,1.9683720672309717,2,1.279447474456218,22,0.1532055388095762,
2346 E 64th St,"Brooklyn, NY 11234","2346 E 64th St Brooklyn, NY 11234 ",40.6121949,-73.9088908,12,0.4373543615982035,0,inf,12,2.391963158754908,1,1.020397902540166,98,0.32864113683997,43,1.306038838626821,1,2.825281150030771,0,inf,810,0.1137451146565073,12,2.391963158754908,1,0.5826010541592388,1,1.774281818027896,2,1.3862047025425746,19,0.3430323566608107,
540 W 28th St Apt 6H,"Manhattan, NY 10001","540 W 28th St Apt 6H Manhattan, NY 10001 ",40.7513996,-74.0039031,20,0.1637721188322346,3,0.6471641393493053,119,0.3287057501696243,31,0.0919379200650249,3024,0.0709744821511748,145,0.3302968506169184,13,0.8430363711135034,23,0.4358622909073544,1509,0.0832404748120845,134,0.3287057501696243,1,1.975856433363331,42,0.0818948505906494,25,0.9347240036040576,175,0.1001904415146124,
630 1st Ave Apt 9L,"New York, NY 10016","630 1st Ave Apt 9L New York, NY 10016 ",40.7451596,-73.9718378,18,1.0104100114823795,3,0.7490470929392901,136,0.4883073921386716,42,0.8806567044652617,3465,0.0750780042256344,198,0.359614004016997,13,0.4051928768961003,21,0.2696189984258413,1598,0.0896758349486189,143,0.4883073921386716,1,0.6927035359877975,44,0.4818256965025654,26,0.6005960006360798,226,0.2415335413581824,
65 W 107th St Apt 5C,"New York, NY 10025","65 W 107th St Apt 5C New York, NY 10025 ",40.7997789,-73.9614637,22,0.795750259292546,1,2.4378890534669404,75,0.1816064553688128,7,0.9637372861912672,1324,0.0360790471982115,215,0.2937785618106596,7,0.7206132700434587,4,1.3630575197452577,1166,0.056250443227702,78,0.1816064553688128,0,inf,21,0.6788413481820547,22,0.4171510083794583,129,0.1326399223164669,
90 Putnam Ave,"Brooklyn, NY 11238","90 Putnam Ave Brooklyn, NY 11238 ",40.6829726,-73.957868,28,0.5609475312049744,0,inf,105,0.1713680606364689,29,0.2621866548590582,1485,0.0827641151941465,204,0.1309844766020822,3,0.6886924005262827,0,inf,1742,0.0273460734783898,108,0.1713680606364689,0,inf,14,0.8851752927777308,7,1.139825052048479,165,0.1216996836261029,
4705 Henry Hudson Pkwy W Apt 4A,"Bronx, NY 10471","4705 Henry Hudson Pkwy W Apt 4A Bronx, NY 10471 ",40.8952206,-73.908888,32,0.4693692829213914,1,1.2264159952705112,32,0.6740458927362218,1,2.435656345326122,112,0.5324946831370966,94,0.1692696636185548,0,inf,0,inf,399,0.384423521574298,44,0.6740458927362218,0,inf,3,2.056105669892133,3,0.5462620547746373,37,0.6790607376055615,
837 Washington Ave Apt 7H,"Bronx, NY 10451","837 Washington Ave Apt 7H Bronx, NY 10451 ",40.822517,-73.9118832,44,0.2901715725770659,0,inf,73,0.4664392609897301,7,1.2542696097335746,431,0.1867057055081977,222,0.2454630132052879,4,0.5312747205247214,1,2.050069063591696,1195,0.090502828947688,80,0.2798842340615511,0,inf,12,0.4710694231502331,7,1.277753337135208,91,0.2056771566935061,
261 8th St,"Brooklyn, NY 11215","261 8th St Brooklyn, NY 11215 ",40.6702823,-73.9864866,16,1.348910520030732,0,inf,94,0.1030309171615722,8,1.396037397097139,1044,0.0477694094686553,168,0.2354148092802989,3,1.463073562819001,0,inf,1346,0.0471542125814257,96,0.1030309171615722,0,inf,16,0.6619457685115793,8,0.0396588354616764,145,0.1069224486138499,
33 E 22nd St Apt 2H,"New York, NY 10010","33 E 22nd St Apt 2H New York, NY 10010 ",40.7403812,-73.9884987,21,0.1252667470191285,3,0.4870067121708538,137,0.0775498722214362,39,0.1843346937783506,3266,0.0401901838145814,179,0.1301264994900139,14,0.2668362946175175,23,0.0815844070173971,1577,0.0389937537564878,150,0.0775498722214362,1,0.8946252472863441,50,0.1186072326247783,29,0.2531048042069786,210,0.0924036198306449,
3060 Ocean Ave Apt 2C,"Brooklyn, NY 11235","3060 Ocean Ave Apt 2C Brooklyn, NY 11235 ",40.5865137,-73.9491911,3,2.295590864030904,0,inf,28,0.2624518842109367,1,2.55855104136618,209,0.1275245753325874,50,0.474765867085665,1,1.564331635562009,0,inf,821,0.0184786983229893,28,0.2624518842109367,1,2.7860396751930514,1,2.7518798279467376,2,1.6389747907365295,40,0.184735572898377,
51 Chester St,"Brooklyn, NY 11212","51 Chester St Brooklyn, NY 11212 ",40.6705448,-73.9116751,34,0.191881081225796,1,2.8921168594345112,80,0.5115966622347253,20,1.4015775219439222,557,0.4981805642109196,124,0.347627654528635,2,1.885848031881684,0,inf,1731,0.0636917300517953,82,0.5115966622347253,0,inf,3,2.213382465226882,3,1.4050556384693251,92,0.3787116830844252,
1515 W 4th St Apt 2R,"Brooklyn, NY 11204","1515 W 4th St Apt 2R Brooklyn, NY 11204 ",40.6104429,-73.9778905,3,2.235049799999392,0,inf,57,0.2286301264898139,1,2.7917124644140583,485,0.0802817270918546,89,0.3948853020106395,1,0.8619160963730068,0,inf,1396,0.2858426375251456,57,0.2286301264898139,0,inf,2,1.735987242775146,4,1.4476112709609494,88,0.290112182515942,
64-05 60th Pl,"Ridgewood, NY 11385","64-05 60th Pl Ridgewood, NY 11385 ",40.7094535,-73.901809,23,1.6767924825614606,0,inf,76,0.3551626991940071,26,0.3082650911160194,1042,0.132175955383745,104,0.2691116981622997,2,2.203698333972642,0,inf,1678,0.1487853534532701,79,0.3551626991940071,0,inf,3,0.9613040328665224,3,1.1225830386043627,135,0.1544548711606194,
86-30 91st St,"Woodhaven, NY 11421","86-30 91st St Woodhaven, NY 11421 ",40.6943727,-73.8543606,15,0.2096175625472016,1,1.5885575993093886,56,0.1459631425732669,9,1.1633064547078693,535,0.0961377557994241,65,0.2211314558232844,1,1.862474362587036,0,inf,1484,0.0992734716457581,63,0.1459631425732669,0,inf,0,inf,3,1.2601001555816835,82,0.2930017112607541,
303 Howard Ave,"Brooklyn, NY 11233","303 Howard Ave Brooklyn, NY 11233 ",40.6772991,-73.9189862,36,0.2074719912672273,0,inf,92,0.1780658393401062,22,0.9347875120082876,737,0.1689901174775225,154,0.360768168576031,2,1.3971125439403431,0,inf,1837,0.0942547451320147,95,0.1780658393401062,0,inf,4,2.004826242731661,3,1.93050754139413,114,0.2749431752734359,
319 E 50th St Apt 3D,"New York, NY 10022","319 E 50th St Apt 3D New York, NY 10022 ",40.754762,-73.967511,16,0.5895512395646253,3,1.0972468808383924,127,0.283974077265182,43,0.5912611625112479,3352,0.0402711833518895,180,0.0840981460104113,12,0.8330625435303676,21,0.9550902164620088,1599,0.0658492192764864,133,0.283974077265182,1,1.382293964378554,42,0.6008473720366381,25,0.3137060882626192,225,0.1023301907320887,
721 Fifth Ave Unit 33G,"New York, NY 10022","721 Fifth Ave Unit 33G New York, NY 10022 ",40.7623124,-73.9738904,15,0.9462586545719884,3,0.6297237626884372,116,0.1623095858362012,36,0.140482012853839,3045,0.006838888981069,173,0.1790683758962747,12,0.5395609453527176,21,0.7239904691346974,1588,0.048826952645474,123,0.1623095858362012,1,1.8747634151205528,34,0.2414687557503097,25,0.1985977761650783,201,0.1342822031529352,
730 Park Ave # 9C,"New York, NY 10021","730 Park Ave # 9C New York, NY 10021 ",40.7703816,-73.9646548,15,1.1353014689069107,3,0.9631968646695154,109,0.1750164510485078,29,0.6269092765351691,2608,0.1137543853160212,182,0.1523201069841828,12,0.2254019781536501,14,0.6419761403661636,1563,0.1054520506892598,115,0.1750164510485078,1,2.469052148574612,29,0.2163197091853272,22,0.1212917185183038,206,0.1681106110475084,
641 Fifth Ave Unit 30F,"New York, NY 10022","641 Fifth Ave Unit 30F New York, NY 10022 ",40.7592091,-73.9760875,17,0.9309967141835396,3,0.7263317518077403,121,0.0934661257520001,35,0.354310358074238,3187,0.0601526738421211,179,0.0716637850099422,12,0.54205373463451,21,0.7280319695000942,1561,0.0511295287167776,128,0.0934661257520001,1,1.6683108855277526,41,0.4648643384739023,25,0.1252914238795491,207,0.2577823589041792,
57 W 58th St Apt 8E,"Manhattan, NY 10019","57 W 58th St Apt 8E Manhattan, NY 10019 ",40.7650355,-73.9762191,15,0.7868534317735495,3,0.4174408905539596,115,0.0977534241502217,35,0.2995032156292371,2892,0.0076244424333017,171,0.2082140494435591,12,0.398850840786315,21,0.5040660483039946,1566,0.0398809005751994,122,0.0977534241502217,1,2.069285664509447,34,0.3412583332231638,24,0.2936274581436212,196,0.1421220779677433,
